caseid,recid,age_group_reach_CA,age_group,sex,marital_status,num_child,have_child,province,immstat,harassed,smoke_status,drink_status,stress_level,health_level,living_standard,job_satisfaction,discrimination,health_awareness,eat_habits,social_class,income,Gender,stress,health
17008,17008,3,3,2,1,1,1,35,1,2,3,7,3,6,6,1,6,6,4,2,3,female,A bit stressful,level 6
17018,17018,3,4,1,1,2,1,35,1,2,3,3,4,8,8,4,6,6,4,3,6,male,Quite A bit stressful,level 8
17032,17032,5,6,2,1,1,1,35,1,2,3,7,2,9,7,2,6,6,2,4,1,female,Not very stressful,level 9
17042,17042,4,4,1,1,1,1,35,1,2,3,5,3,5,5,3,6,6,2,5,2,male,A bit stressful,level 5
17051,17051,3,5,1,1,0,2,48,1,2,3,4,1,8,10,2,6,6,4,2,6,male,Not at all stressful,level 8
17067,17067,1,4,2,1,2,1,46,1,2,3,5,2,4,5,1,6,6,4,3,2,female,Not very stressful,level 4
17088,17088,3,4,2,1,4,1,35,1,2,3,5,2,9,9,2,6,6,2,3,1,female,Not very stressful,level 9
17095,17095,4,3,1,1,1,1,46,1,2,3,7,3,7,8,2,6,6,1,3,2,male,A bit stressful,level 7
17097,17097,1,3,1,2,0,2,48,2,2,3,3,4,8,8,2,6,6,3,2,6,male,Quite A bit stressful,level 8
17120,17120,4,3,1,4,0,2,35,1,2,3,6,2,5,5,2,6,1,3,5,2,male,Not very stressful,level 5
17121,17121,3,3,1,1,2,1,59,1,2,3,4,3,6,6,2,6,6,3,3,4,male,A bit stressful,level 6
17144,17144,1,5,2,5,0,2,35,2,1,3,6,4,7,10,2,2,6,2,2,6,female,Quite A bit stressful,level 7
17166,17166,3,4,1,6,0,2,35,1,2,3,4,3,9,8,2,6,1,3,3,3,male,A bit stressful,level 9
17199,17199,2,3,1,1,2,1,35,1,2,3,5,1,5,5,3,6,1,4,3,3,male,Not at all stressful,level 5
17202,17202,2,1,2,6,0,2,59,2,2,3,4,2,8,9,2,6,2,3,1,2,female,Not very stressful,level 8
17228,17228,1,4,1,5,2,1,35,1,2,3,6,1,10,10,1,6,6,1,3,4,male,Not at all stressful,Completely satisfied
17238,17238,3,3,2,1,2,1,10,1,2,3,4,3,10,5,1,6,6,2,2,6,female,A bit stressful,Completely satisfied
17247,17247,4,3,2,1,2,1,59,1,2,3,2,3,6,6,2,6,6,3,3,4,female,A bit stressful,level 6
17252,17252,4,6,1,1,0,2,35,1,2,2,6,2,8,10,1,6,6,4,3,4,male,Not very stressful,level 8
17303,17303,3,3,2,6,0,2,46,1,2,3,6,3,6,7,2,6,6,3,4,3,female,A bit stressful,level 6
17326,17326,1,2,1,2,1,1,46,2,2,3,5,2,5,5,2,6,6,4,4,2,male,Not very stressful,level 5
17333,17333,4,4,2,2,1,1,35,1,2,3,3,4,7,7,1,6,6,3,3,5,female,Quite A bit stressful,level 7
17344,17344,4,3,2,4,1,1,48,1,2,3,6,3,6,6,2,6,6,4,2,2,female,A bit stressful,level 6
17349,17349,3,2,2,6,0,2,35,2,2,3,5,2,8,7,2,6,1,2,3,3,female,Not very stressful,level 8
17353,17353,5,4,1,1,0,2,47,1,2,3,3,4,7,8,3,6,6,4,2,3,male,Quite A bit stressful,level 7
17361,17361,4,4,2,6,0,2,59,1,2,3,6,2,6,6,2,6,6,3,4,4,female,Not very stressful,level 6
17367,17367,4,3,1,1,2,1,35,1,2,3,6,4,7,8,2,6,6,4,2,3,male,Quite A bit stressful,level 7
17376,17376,4,3,2,6,0,2,35,2,2,3,4,3,10,8,2,6,6,3,4,3,female,A bit stressful,Completely satisfied
17389,17389,2,2,2,1,0,2,48,1,2,3,4,2,8,10,2,2,6,3,3,2,female,Not very stressful,level 8
17390,17390,4,4,1,1,0,2,48,1,2,3,6,1,10,10,1,6,2,1,1,6,male,Not at all stressful,Completely satisfied
17408,17408,4,3,1,1,2,1,59,1,2,3,6,3,6,7,1,6,6,4,3,3,male,A bit stressful,level 6
17418,17418,4,4,1,1,2,1,35,1,1,3,7,4,4,5,3,2,6,3,2,1,male,Quite A bit stressful,level 4
17419,17419,3,2,1,1,0,2,35,1,2,3,3,2,5,7,1,6,1,4,3,3,male,Not very stressful,level 5
17431,17431,2,2,1,1,2,1,59,1,1,3,4,1,10,10,1,6,6,1,3,2,male,Not at all stressful,Completely satisfied
17456,17456,4,3,1,6,0,2,48,1,2,1,5,5,5,5,1,2,6,2,3,2,male,Extremely stressful,level 5
17457,17457,4,6,2,6,0,2,48,1,2,3,7,3,9,7,1,6,6,2,3,3,female,A bit stressful,level 9
17463,17463,4,2,1,1,1,1,46,2,2,3,6,2,8,8,1,6,6,3,3,2,male,Not very stressful,level 8
17475,17475,4,3,1,1,0,2,24,1,2,3,2,3,5,10,1,6,6,4,2,5,male,A bit stressful,level 5
17483,17483,1,3,1,1,3,1,48,1,2,3,7,3,7,10,1,6,1,1,2,6,male,A bit stressful,level 7
17493,17493,2,4,1,1,2,1,35,1,2,3,5,3,7,7,2,6,6,3,3,4,male,A bit stressful,level 7
17495,17495,3,3,1,2,2,1,59,1,1,3,5,2,7,7,2,6,6,3,4,3,male,Not very stressful,level 7
17508,17508,4,3,2,1,0,2,35,1,2,3,2,1,8,9,1,6,6,3,3,6,female,Not at all stressful,level 8
17509,17509,3,2,1,1,2,1,47,1,2,2,5,3,10,10,1,2,6,1,3,1,male,A bit stressful,Completely satisfied
17519,17519,3,4,1,1,2,1,35,1,2,3,7,3,8,8,2,6,6,2,3,3,male,A bit stressful,level 8
17545,17545,2,3,1,1,3,1,35,1,2,3,2,3,8,8,1,6,6,3,3,6,male,A bit stressful,level 8
17547,17547,1,5,2,6,0,2,13,2,1,3,7,4,9,7,4,1,6,1,4,4,female,Quite A bit stressful,level 9
17565,17565,1,1,1,6,0,2,59,1,1,3,5,3,8,8,2,6,6,3,4,2,male,A bit stressful,level 8
17572,17572,4,4,1,1,2,1,24,1,2,1,7,3,7,7,2,6,6,3,3,3,male,A bit stressful,level 7
17575,17575,5,3,2,1,2,1,13,1,2,3,5,2,9,8,1,6,6,3,3,3,female,Not very stressful,level 9
17579,17579,1,1,2,6,0,2,35,1,2,3,5,4,7,10,2,6,6,3,2,2,female,Quite A bit stressful,level 7
17586,17586,4,2,2,1,0,2,59,1,1,1,4,3,8,5,2,6,6,4,4,2,female,A bit stressful,level 8
17591,17591,3,3,1,1,2,1,35,1,2,3,2,3,8,8,1,6,6,4,3,3,male,A bit stressful,level 8
17619,17619,4,5,2,1,2,1,35,1,2,3,3,3,9,5,2,6,1,2,3,2,female,A bit stressful,level 9
17632,17632,2,3,2,1,1,1,35,1,2,3,2,4,10,10,3,6,6,2,3,2,female,Quite A bit stressful,Completely satisfied
17634,17634,2,2,1,1,0,2,35,1,2,3,3,3,10,10,1,6,6,2,3,5,male,A bit stressful,Completely satisfied
17641,17641,1,1,1,6,0,2,48,2,2,3,4,4,6,7,2,6,6,4,4,1,male,Quite A bit stressful,level 6
17647,17647,1,4,2,6,0,2,12,2,2,3,7,3,8,8,1,6,6,2,3,2,female,A bit stressful,level 8
17662,17662,1,4,1,1,2,1,35,1,2,3,3,3,8,7,2,6,6,1,2,4,male,A bit stressful,level 8
17678,17678,4,3,2,1,1,1,48,1,2,3,5,4,7,4,2,3,6,2,3,3,female,Quite A bit stressful,level 7
17692,17692,5,4,1,1,2,1,35,1,2,3,6,2,7,6,1,6,6,3,2,4,male,Not very stressful,level 7
17714,17714,2,2,1,6,0,2,35,1,2,3,5,4,7,6,2,6,1,2,3,3,male,Quite A bit stressful,level 7
17727,17727,2,4,1,1,0,2,59,1,2,3,2,2,10,10,2,6,1,3,2,4,male,Not very stressful,Completely satisfied
17736,17736,2,4,2,4,1,1,59,1,2,3,5,2,9,9,1,6,6,1,3,1,female,Not very stressful,level 9
17743,17743,4,4,1,1,1,1,35,1,2,3,6,2,5,7,2,2,6,4,3,5,male,Not very stressful,level 5
17777,17777,2,3,2,1,2,1,35,1,2,3,3,3,7,6,2,6,6,3,3,3,female,A bit stressful,level 7
17791,17791,4,4,2,1,3,1,59,1,2,3,5,3,5,7,2,6,6,3,3,2,female,A bit stressful,level 5
17803,17803,1,4,1,1,4,1,35,1,2,3,5,3,7,8,1,6,6,2,2,3,male,A bit stressful,level 7
17820,17820,4,3,1,1,2,1,46,1,2,3,5,1,8,10,2,6,6,1,4,2,male,Not at all stressful,level 8
17836,17836,3,2,1,2,0,2,12,1,1,3,7,3,6,8,2,6,1,3,3,3,male,A bit stressful,level 6
17857,17857,3,3,2,1,2,1,35,1,2,3,7,2,8,8,3,6,6,2,3,1,female,Not very stressful,level 8
17859,17859,2,4,2,6,2,1,48,2,2,1,4,2,5,7,2,6,6,3,3,3,female,Not very stressful,level 5
17862,17862,5,5,2,1,1,1,48,1,2,3,5,1,10,10,2,6,6,2,3,3,female,Not at all stressful,Completely satisfied
17866,17866,3,4,2,1,0,2,35,1,2,1,5,3,2,7,2,6,6,5,3,4,female,A bit stressful,level 2
17881,17881,3,2,2,5,0,2,48,1,2,3,4,4,10,5,2,6,6,1,3,2,female,Quite A bit stressful,Completely satisfied
17927,17927,4,3,1,1,2,1,35,1,2,3,3,2,6,8,1,6,6,3,3,5,male,Not very stressful,level 6
17932,17932,2,2,2,1,1,1,13,1,2,3,7,3,7,7,2,6,6,3,4,2,female,A bit stressful,level 7
18009,18009,5,3,1,1,1,1,46,1,2,3,5,3,3,7,1,6,6,5,3,2,male,A bit stressful,level 3
18011,18011,2,6,2,1,0,2,35,1,2,3,7,1,5,10,1,6,6,2,3,2,female,Not at all stressful,level 5
18014,18014,4,5,1,1,1,1,46,1,2,3,6,3,4,7,3,6,6,4,3,1,male,A bit stressful,level 4
18018,18018,2,5,2,1,0,2,35,1,2,3,3,4,6,6,1,6,6,2,3,2,female,Quite A bit stressful,level 6
18051,18051,3,2,1,6,0,2,46,1,2,3,7,3,10,10,2,6,6,3,3,1,male,A bit stressful,Completely satisfied
18073,18073,2,3,1,1,2,1,35,1,2,3,4,3,7,5,2,6,1,3,4,4,male,A bit stressful,level 7
18077,18077,3,4,2,1,1,1,59,1,2,3,5,2,10,10,1,6,6,2,3,2,female,Not very stressful,Completely satisfied
18092,18092,4,2,1,1,1,1,46,1,2,3,6,3,7,6,2,6,6,3,3,1,male,A bit stressful,level 7
18094,18094,3,3,1,1,3,1,59,1,2,3,7,3,8,8,2,6,6,3,3,4,male,A bit stressful,level 8
18106,18106,1,6,1,1,0,2,35,1,2,3,4,3,2,6,1,6,6,3,3,3,male,A bit stressful,level 2
18118,18118,3,2,1,6,0,2,11,2,2,3,6,2,8,8,2,6,6,3,4,2,male,Not very stressful,level 8
18164,18164,4,4,1,1,2,1,35,1,2,3,4,3,10,6,1,6,2,1,2,4,male,A bit stressful,Completely satisfied
18167,18167,3,4,2,6,0,2,24,1,2,3,4,1,10,10,1,6,1,2,3,3,female,Not at all stressful,Completely satisfied
18174,18174,3,2,1,6,0,2,13,1,2,3,7,2,9,8,2,6,6,3,3,3,male,Not very stressful,level 9
18179,18179,2,3,2,1,2,1,35,1,2,3,7,3,8,10,2,6,1,2,2,2,female,A bit stressful,level 8
18195,18195,3,3,2,1,0,2,35,1,2,3,4,3,9,8,2,6,6,1,2,4,female,A bit stressful,level 9
18211,18211,2,2,1,6,0,2,35,1,2,3,7,2,10,10,1,6,6,1,2,2,male,Not very stressful,Completely satisfied
18227,18227,6,5,2,5,1,1,59,1,2,3,7,3,9,8,1,6,6,1,2,2,female,A bit stressful,level 9
18230,18230,2,1,2,6,0,2,24,2,2,3,6,1,10,5,2,6,6,3,3,1,female,Not at all stressful,Completely satisfied
18250,18250,4,4,2,1,2,1,59,1,2,3,4,3,9,8,2,6,6,2,3,2,female,A bit stressful,level 9
18258,18258,4,5,2,5,0,2,35,1,1,3,6,3,4,4,3,3,6,3,3,3,female,A bit stressful,level 4
18276,18276,3,2,2,1,0,2,48,2,2,2,5,4,8,7,2,6,6,1,4,1,female,Quite A bit stressful,level 8
18286,18286,2,3,2,1,3,1,35,1,2,3,7,5,3,7,2,6,6,3,3,3,female,Extremely stressful,level 3
18324,18324,1,5,2,6,0,2,59,2,2,3,4,4,7,7,1,6,6,3,3,3,female,Quite A bit stressful,level 7
18330,18330,4,4,2,1,1,1,35,1,2,3,6,2,8,9,1,6,6,2,4,1,female,Not very stressful,level 8
18334,18334,1,3,2,6,1,1,24,1,2,3,3,3,8,8,2,2,6,2,3,4,female,A bit stressful,level 8
18349,18349,3,5,2,5,0,2,35,1,2,3,2,3,9,9,1,6,6,2,2,6,female,A bit stressful,level 9
18365,18365,4,4,1,1,1,1,46,1,2,3,5,3,10,7,3,6,6,2,3,2,male,A bit stressful,Completely satisfied
18394,18394,3,2,2,6,0,2,35,2,2,3,7,4,6,8,3,6,6,3,3,2,female,Quite A bit stressful,level 6
18426,18426,3,3,2,1,2,1,24,1,2,3,5,2,7,7,2,6,6,3,2,2,female,Not very stressful,level 7
18444,18444,2,4,2,2,0,2,24,1,2,3,5,3,8,8,2,6,6,3,3,4,female,A bit stressful,level 8
18447,18447,1,2,2,2,0,2,35,1,2,3,5,3,8,8,1,6,6,1,3,4,female,A bit stressful,level 8
18455,18455,2,2,1,6,0,2,59,1,1,3,7,3,5,5,3,6,6,4,4,2,male,A bit stressful,level 5
18475,18475,2,2,1,6,0,2,46,1,2,3,4,3,8,7,4,6,6,2,3,2,male,A bit stressful,level 8
18494,18494,1,1,1,6,0,2,11,1,2,3,1,1,10,9,2,6,6,1,3,1,male,Not at all stressful,Completely satisfied
18509,18509,3,2,2,1,0,2,47,1,2,3,2,3,9,10,2,6,6,2,3,3,female,A bit stressful,level 9
18535,18535,1,2,2,6,1,1,24,1,2,3,5,3,9,8,2,6,6,4,4,1,female,A bit stressful,level 9
18576,18576,4,5,1,1,0,2,24,1,1,3,6,3,8,8,4,2,6,4,3,3,male,A bit stressful,level 8
18595,18595,2,1,1,6,0,2,12,1,2,3,5,2,4,7,2,6,6,4,4,1,male,Not very stressful,level 4
18597,18597,3,2,1,6,0,2,24,1,2,2,5,1,10,10,1,6,6,1,4,1,male,Not at all stressful,Completely satisfied
18612,18612,4,3,2,4,1,1,24,1,2,3,5,4,7,6,2,6,6,3,3,1,female,Quite A bit stressful,level 7
18619,18619,3,5,2,5,0,2,59,1,2,3,6,3,5,10,1,6,6,2,2,4,female,A bit stressful,level 5
18636,18636,1,2,2,2,0,2,35,2,2,2,3,1,5,8,1,6,6,3,3,3,female,Not at all stressful,level 5
18663,18663,4,4,1,5,0,2,59,1,2,3,7,3,1,1,2,6,6,3,4,1,male,A bit stressful,level 1
18664,18664,3,3,2,1,2,1,35,1,2,3,7,3,3,7,4,1,6,4,4,4,female,A bit stressful,level 3
18724,18724,6,6,1,1,2,1,35,1,2,3,4,1,8,7,1,6,6,1,3,2,male,Not at all stressful,level 8
18734,18734,1,3,1,2,2,1,12,2,2,3,3,3,5,7,2,6,6,4,4,2,male,A bit stressful,level 5
18737,18737,1,3,1,6,0,2,35,1,2,3,7,3,5,5,2,2,6,3,5,4,male,A bit stressful,level 5
18759,18759,2,5,1,1,0,2,35,1,2,3,7,5,6,5,5,6,6,2,3,1,male,Extremely stressful,level 6
18767,18767,1,4,1,1,0,2,35,1,2,3,3,3,10,10,1,6,6,2,3,5,male,A bit stressful,Completely satisfied
18769,18769,3,4,1,1,2,1,35,1,2,3,5,3,9,7,1,6,6,2,3,4,male,A bit stressful,level 9
18778,18778,5,6,1,1,1,1,59,1,2,3,7,3,3,4,2,6,6,3,3,2,male,A bit stressful,level 3
18806,18806,4,4,1,2,0,2,46,1,1,3,3,1,8,6,2,6,4,2,3,3,male,Not at all stressful,level 8
18809,18809,3,4,2,1,3,1,35,1,2,3,3,3,5,5,2,6,2,2,3,2,female,A bit stressful,level 5
18850,18850,3,3,1,1,2,1,48,1,2,3,3,2,7,7,1,6,2,2,3,4,male,Not very stressful,level 7
18852,18852,4,5,2,1,0,2,47,1,2,3,7,2,8,10,1,6,6,2,3,5,female,Not very stressful,level 8
18875,18875,1,4,1,1,2,1,24,1,2,3,3,2,10,10,1,6,6,2,2,4,male,Not very stressful,Completely satisfied
18895,18895,1,4,2,5,1,1,35,1,1,3,4,3,6,4,4,6,6,3,4,4,female,A bit stressful,level 6
18896,18896,4,3,2,1,1,1,10,2,2,3,7,2,10,7,2,6,6,2,3,1,female,Not very stressful,Completely satisfied
18902,18902,5,4,1,6,0,2,47,1,2,3,7,1,10,10,2,6,6,1,2,2,male,Not at all stressful,Completely satisfied
18927,18927,4,3,1,1,0,2,47,1,2,3,5,3,8,8,2,6,6,3,3,3,male,A bit stressful,level 8
18938,18938,4,3,2,1,2,1,13,1,2,3,7,3,6,6,2,6,6,2,3,1,female,A bit stressful,level 6
18958,18958,3,3,2,5,0,2,24,1,2,2,6,3,9,7,1,6,6,2,3,2,female,A bit stressful,level 9
18990,18990,5,5,1,1,0,2,47,1,2,3,4,2,8,8,2,6,1,3,3,4,male,Not very stressful,level 8
18996,18996,4,3,2,6,0,2,24,1,2,1,6,3,7,6,2,6,6,3,3,2,female,A bit stressful,level 7
19005,19005,3,2,1,1,1,1,46,1,2,3,7,3,6,7,1,6,6,3,3,3,male,A bit stressful,level 6
19007,19007,2,2,1,1,0,2,35,1,2,1,6,2,9,9,1,6,6,2,3,1,male,Not very stressful,level 9
19011,19011,1,2,1,6,0,2,35,1,2,3,2,3,5,4,2,6,6,4,3,2,male,A bit stressful,level 5
19012,19012,3,2,1,1,0,2,10,1,2,3,5,3,8,9,1,6,6,4,2,3,male,A bit stressful,level 8
19013,19013,5,5,1,1,1,1,35,1,2,3,7,3,9,9,2,6,6,3,3,3,male,A bit stressful,level 9
19017,19017,3,5,2,4,1,1,35,1,2,3,2,2,5,6,1,6,6,3,4,2,female,Not very stressful,level 5
19030,19030,4,5,1,1,0,2,35,1,2,2,1,5,0,0,3,6,6,3,3,1,male,Extremely stressful,Not at all satisfied
19032,19032,2,2,2,2,0,2,47,1,2,1,5,3,7,7,2,6,6,2,4,2,female,A bit stressful,level 7
19072,19072,3,2,1,1,1,1,24,2,2,3,6,3,9,7,2,1,6,2,3,3,male,A bit stressful,level 9
19074,19074,3,5,1,1,1,1,24,1,2,3,3,3,6,7,2,6,6,3,2,4,male,A bit stressful,level 6
19091,19091,2,1,1,6,0,2,59,2,2,3,7,1,10,10,1,6,6,2,3,2,male,Not at all stressful,Completely satisfied
19094,19094,1,4,1,1,0,2,35,1,2,3,6,3,6,8,1,6,6,3,2,2,male,A bit stressful,level 6
19097,19097,1,4,2,1,0,2,48,2,2,3,5,2,3,8,1,6,6,5,3,3,female,Not very stressful,level 3
19106,19106,1,2,2,1,0,2,35,1,2,3,3,3,7,8,2,6,6,1,3,3,female,A bit stressful,level 7
19114,19114,4,3,2,1,1,1,48,1,2,3,5,2,8,4,2,6,6,2,3,1,female,Not very stressful,level 8
19121,19121,1,2,2,2,0,2,59,1,2,3,3,3,7,8,2,6,6,3,2,4,female,A bit stressful,level 7
19128,19128,3,2,2,1,3,1,24,1,2,3,7,2,6,5,2,3,6,2,4,1,female,Not very stressful,level 6
19130,19130,1,4,1,6,0,2,24,1,2,3,6,1,10,10,2,6,1,2,3,3,male,Not at all stressful,Completely satisfied
19143,19143,3,2,2,6,1,1,46,1,1,3,4,2,9,9,1,6,6,2,3,4,female,Not very stressful,level 9
19149,19149,1,2,1,6,0,2,35,1,2,3,5,3,9,9,2,6,6,2,3,3,male,A bit stressful,level 9
19153,19153,4,3,2,1,1,1,24,1,1,3,6,3,5,6,2,1,1,3,3,2,female,A bit stressful,level 5
19177,19177,4,3,1,1,4,1,48,1,2,3,5,2,8,6,2,2,6,3,3,5,male,Not very stressful,level 8
19202,19202,4,5,2,1,3,1,35,1,2,3,7,2,8,8,1,6,6,3,3,2,female,Not very stressful,level 8
19211,19211,3,3,2,1,2,1,35,1,2,3,7,3,6,7,1,6,6,3,4,3,female,A bit stressful,level 6
19224,19224,3,5,1,1,0,2,35,1,2,1,7,2,9,7,1,6,6,3,3,2,male,Not very stressful,level 9
19231,19231,2,4,2,1,3,1,47,1,2,3,6,2,9,9,1,6,6,3,3,4,female,Not very stressful,level 9
19238,19238,4,3,2,1,2,1,48,2,2,3,4,4,10,10,1,6,6,2,3,1,female,Quite A bit stressful,Completely satisfied
19239,19239,2,5,2,1,0,2,35,1,2,3,4,3,5,10,1,6,6,2,2,3,female,A bit stressful,level 5
19287,19287,2,1,2,6,0,2,59,2,2,3,5,3,4,8,2,6,6,4,3,1,female,A bit stressful,level 4
19295,19295,1,3,2,2,0,2,59,1,2,3,5,3,8,8,2,6,6,4,3,4,female,A bit stressful,level 8
19333,19333,1,2,2,6,0,2,59,1,2,3,5,1,8,9,2,6,6,4,2,1,female,Not at all stressful,level 8
19336,19336,5,4,2,1,0,2,48,1,1,3,7,2,8,7,2,6,6,3,4,2,female,Not very stressful,level 8
19337,19337,3,4,1,5,1,1,35,1,2,3,6,3,8,8,2,6,6,3,3,2,male,A bit stressful,level 8
19347,19347,5,4,2,1,1,1,35,1,2,3,7,2,6,6,2,6,6,3,4,1,female,Not very stressful,level 6
19352,19352,2,1,1,6,0,2,46,1,2,3,7,2,9,10,1,6,6,2,3,1,male,Not very stressful,level 9
19359,19359,2,1,1,6,0,2,24,1,2,3,4,2,8,8,2,6,6,2,3,1,male,Not very stressful,level 8
19364,19364,4,2,1,6,0,2,24,1,1,3,5,3,8,5,2,6,1,2,4,2,male,A bit stressful,level 8
19374,19374,3,4,2,1,1,1,35,1,2,3,3,3,6,6,2,6,6,2,3,2,female,A bit stressful,level 6
19377,19377,3,5,2,1,0,2,24,1,2,3,2,3,10,10,1,6,6,1,3,2,female,A bit stressful,Completely satisfied
19386,19386,2,2,2,1,1,1,35,1,1,3,5,3,3,0,2,1,6,5,4,2,female,A bit stressful,level 3
19400,19400,4,3,2,1,2,1,59,1,2,3,3,3,8,9,1,6,1,1,2,3,female,A bit stressful,level 8
19403,19403,1,5,2,1,2,1,35,1,2,3,1,2,6,10,1,6,6,2,2,3,female,Not very stressful,level 6
19412,19412,1,5,1,2,0,2,24,1,2,3,5,1,10,10,1,6,6,3,3,2,male,Not at all stressful,Completely satisfied
19427,19427,4,3,2,6,1,1,47,1,1,3,5,4,10,8,2,2,6,3,3,1,female,Quite A bit stressful,Completely satisfied
19435,19435,2,2,1,1,1,1,48,1,2,3,5,1,8,7,2,6,2,1,3,2,male,Not at all stressful,level 8
19462,19462,5,4,2,5,0,2,48,2,2,3,7,2,8,8,3,6,6,2,3,1,female,Not very stressful,level 8
19465,19465,1,1,2,6,0,2,35,2,2,3,4,3,10,10,2,6,6,2,4,1,female,A bit stressful,Completely satisfied
19486,19486,3,4,2,1,3,1,35,1,2,3,5,3,10,9,2,6,6,1,3,2,female,A bit stressful,Completely satisfied
19487,19487,4,4,1,6,0,2,24,1,2,3,3,1,8,7,1,6,6,4,3,4,male,Not at all stressful,level 8
19510,19510,3,5,2,5,0,2,35,1,1,3,7,3,5,5,4,6,6,4,3,1,female,A bit stressful,level 5
19521,19521,2,5,1,6,0,2,12,1,2,3,6,3,8,5,2,6,6,3,4,3,male,A bit stressful,level 8
19529,19529,3,6,1,1,1,1,59,1,2,3,3,3,8,8,1,6,1,2,3,4,male,A bit stressful,level 8
19531,19531,4,5,1,5,0,2,35,1,2,3,5,3,8,8,2,6,6,2,3,6,male,A bit stressful,level 8
19536,19536,1,4,1,1,2,1,35,2,2,3,5,3,7,7,1,6,6,2,2,5,male,A bit stressful,level 7
19541,19541,3,4,2,1,1,1,35,1,2,3,4,3,10,10,1,6,6,2,3,2,female,A bit stressful,Completely satisfied
19545,19545,1,3,2,1,2,1,59,1,2,3,3,2,9,10,1,6,6,3,2,3,female,Not very stressful,level 9
19565,19565,5,5,2,1,1,1,35,1,2,3,4,3,8,8,2,6,6,2,2,3,female,A bit stressful,level 8
19577,19577,3,2,1,1,0,2,13,1,1,1,5,2,8,8,2,2,1,2,3,1,male,Not very stressful,level 8
19582,19582,3,4,1,1,2,1,24,1,2,3,1,3,7,7,2,6,6,4,3,2,male,A bit stressful,level 7
19584,19584,3,5,1,1,2,1,59,1,2,3,6,2,7,7,2,6,6,3,3,3,male,Not very stressful,level 7
19585,19585,4,3,1,1,2,1,59,1,2,2,5,2,7,6,2,6,6,3,3,2,male,Not very stressful,level 7
19595,19595,3,6,2,6,0,2,59,1,2,3,7,3,10,10,1,6,6,2,3,3,female,A bit stressful,Completely satisfied
19608,19608,4,3,1,1,1,1,59,1,2,3,7,3,4,6,2,6,6,3,4,2,male,A bit stressful,level 4
